Timestep,C7,CLAV,LANK,LASI,LBHD,LELB,LFHD,LFIN,LFRM,LHEE,LKNE,LPSI,LSHO,LTHI,LTIB,LTOE,LUPA,LWRA,LWRB,RANK,RBAK,RBHD,RELB,RFHD,RFIN,RFRM,RHEE,RKNE,RPSI,RSHO,RTHI,RTIB,RTOE,RUPA,RWRA,RWRB,STRN,T10,x39,x40,RASI
945,0.00983801,0.0204218,0.00842405,0.0530535,0.0386577,0.0183351,0.0282776,0.0158979,0.0052221,0.0162678,0.0168012,0.0220697,0.0242278,0.0325635,0.0119595,0.0159036,0.0296746,0.0196515,0.00798384,0.0166953,0.0336631,0.0469201,0.0271501,0.0357878,0.0595416,0.0155348,0.0526032,0.0129982,0.0103692,0.0133432,0.0382757,0.0181584,0.0706808,0.0243721,0.0143494,0.0160833,0.0315859,0.0361977,0,0,0.0438315
946,0.0100048,0.0197823,0.00813623,0.053005,0.0391801,0.0189734,0.0279684,0.016004,0.00503131,0.0159843,0.0167794,0.021459,0.0247044,0.031901,0.0111336,0.0158579,0.0298712,0.0203253,0.00791813,0.0166146,0.0331781,0.0471819,0.0250609,0.0356744,0.0572686,0.0155624,0.0529189,0.0132544,0.0107018,0.0136031,0.038361,0.0182136,0.0702615,0.0223486,0.0148982,0.0154618,0.0320707,0.0372959,0,0,0.0436919
947,0.0100511,0.0193155,0.00781102,0.0531142,0.0395834,0.0197791,0.0272441,0.0160713,0.00496105,0.0156996,0.0167501,0.0209629,0.0250976,0.0311526,0.0103268,0.0158,0.0299886,0.0195747,0.00791523,0.016531,0.0325243,0.0475946,0.0229685,0.0356591,0.0549479,0.015633,0.0530879,0.0134268,0.0112839,0.0138653,0.0383759,0.0184097,0.0697057,0.0205208,0.0156119,0.014903,0.0322943,0.0385086,0,0,0.0434779
948,0.00997463,0.0190779,0.00744034,0.0533507,0.0398846,0.0205874,0.0261721,0.0161827,0.00499157,0.0156896,0.0169626,0.0205608,0.02538,0.0304159,0.00952674,0.0157276,0.0302389,0.0191104,0.00798652,0.016481,0.0317335,0.0481385,0.0210057,0.0357827,0.0525688,0.0156658,0.0533177,0.0135457,0.0122951,0.0140766,0.0383002,0.0186684,0.0690609,0.0192998,0.0162828,0.0143921,0.0322676,0.0395197,0,0,0.0432287
949,0.00987491,0.0188899,0.0070441,0.0536412,0.0400956,0.0213811,0.0248509,0.016275,0.00510099,0.0156796,0.01725,0.0202341,0.025497,0.0297148,0.0087292,0.0156462,0.0303886,0.0190954,0.00812106,0.0164733,0.0308155,0.0487492,0.019333,0.0360455,0.0501112,0.0156914,0.0536156,0.0136031,0.0134801,0.014229,0.0381552,0.0189315,0.0683534,0.0188757,0.0166779,0.0139457,0.0319229,0.0400428,0,0,0.0429668
950,0.00981347,0.0186506,0.00668095,0.0539455,0.0402079,0.0221424,0.023358,0.0163239,0.0052744,0.0155544,0.0175606,0.0199755,0.0255313,0.0290976,0.00801185,0.0155689,0.0304065,0.0192341,0.00834868,0.0165025,0.0298097,0.049387,0.0180209,0.0364233,0.0475226,0.015738,0.0539128,0.0136337,0.0132953,0.014318,0.0379806,0.0191517,0.0675661,0.0190231,0.0166585,0.0135438,0.0311592,0.0402354,0,0,0.0427146
951,0.00975337,0.0183162,0.00642627,0.0541911,0.0402708,0.0228363,0.0217991,0.0162945,0.00542716,0.0154106,0.0178336,0.0197763,0.0254918,0.028524,0.0075029,0.0154664,0.0302172,0.0193616,0.00860381,0.0165415,0.0287387,0.050059,0.0170235,0.0369504,0.0448115,0.0158551,0.0540367,0.0136582,0.0132462,0.014289,0.0378388,0.0193327,0.0667062,0.0193887,0.0161856,0.0131948,0.0301911,0.0402766,0,0,0.0424811
952,0.00963831,0.0178049,0.00631368,0.054334,0.0402991,0.0234327,0.0202332,0.0161974,0.00557802,0.0153097,0.0181171,0.0195938,0.0253146,0.0279312,0.00728056,0.0153458,0.0298766,0.0194478,0.00884429,0.0165235,0.0276649,0.0507308,0.0162965,0.037567,0.0420186,0.0159911,0.0542162,0.0137051,0.0134855,0.0141286,0.0376971,0.0195241,0.0658726,0.0197103,0.0153833,0.0128455,0.0290707,0.0403035,0,0,0.0421573
953,0.00951263,0.0171515,0.00634972,0.0543748,0.0402723,0.0239071,0.0187317,0.0160617,0.00573017,0.0152279,0.0183268,0.0194229,0.0249653,0.0274546,0.00732014,0.0151619,0.0293364,0.0195295,0.00906734,0.0165722,0.0266464,0.0513667,0.0158014,0.0382425,0.0392535,0.0159208,0.0543065,0.0138451,0.0138383,0.0138493,0.0375665,0.0197778,0.0651047,0.0201248,0.0143777,0.012445,0.0274747,0.0403572,0,0,0.041925
954,0.00939801,0.0164102,0.00647723,0.0543336,0.0402139,0.0242707,0.0173483,0.0158108,0.00589173,0.0150944,0.0184798,0.0192248,0.0244924,0.0273458,0.00748224,0.0149803,0.0285617,0.0196162,0.00924538,0.0166684,0.025624,0.0519456,0.0155186,0.038905,0.0365645,0.015827,0.0542808,0.0141031,0.0141296,0.0134615,0.0374903,0.0200267,0.0641733,0.0203214,0.0131932,0.0120408,0.0257721,0.0403013,0,0,0.0417972
955,0.00931654,0.0157019,0.00662907,0.0542481,0.0401182,0.0245426,0.0160804,0.0154715,0.0060301,0.014898,0.0185738,0.0189944,0.023944,0.0274536,0.00766095,0.014905,0.027649,0.0197773,0.00939391,0.016652,0.0246435,0.0524085,0.0153778,0.0394572,0.0339979,0.0158526,0.0541125,0.0143577,0.0142819,0.0130204,0.0374094,0.0203696,0.0630816,0.0201917,0.0119537,0.0117111,0.0240626,0.0404047,0,0,0.041705
956,0.00927897,0.0153038,0.00677905,0.0541144,0.0399923,0.0247233,0.0149695,0.0150987,0.00611739,0.0148346,0.0185485,0.0187456,0.023351,0.027603,0.0078075,0.0149187,0.026655,0.0199395,0.00962902,0.0166345,0.0237612,0.0527058,0.0153105,0.0399364,0.0315902,0.0158548,0.053791,0.0146157,0.0143627,0.0125837,0.0373148,0.0207808,0.0619438,0.0197751,0.0106725,0.0114608,0.0224046,0.0404734,0,0,0.0416425
957,0.00926169,0.0150906,0.00691137,0.0539511,0.0398449,0.0247796,0.014028,0.0147238,0.00623751,0.0148575,0.0184125,0.0184788,0.02275,0.0276795,0.00790512,0.0147677,0.0256376,0.0199837,0.00994233,0.0166442,0.0229304,0.052884,0.0152781,0.0403524,0.0293103,0.0158351,0.0532961,0.0148798,0.0146013,0.0121567,0.037258,0.0208551,0.0607344,0.0193742,0.00940549,0.0111107,0.0211021,0.0404496,0,0,0.0415541
958,0.00921476,0.0149545,0.00718196,0.0538089,0.0396905,0.0247031,0.0132258,0.0144047,0.00638292,0.0149065,0.0182953,0.0182057,0.0221653,0.0276452,0.00795449,0.0145732,0.024632,0.0200424,0.0103089,0.0165114,0.0220964,0.0529467,0.015176,0.0406589,0.0271342,0.0158236,0.0526605,0.0151227,0.0148247,0.011785,0.037206,0.0210113,0.0595733,0.0190132,0.00828254,0.0107327,0.0201552,0.0403859,0,0,0.0414518
959,0.00920885,0.0147736,0.00739448,0.0536844,0.0395058,0.0246841,0.0126288,0.0142007,0.00642703,0.0149446,0.0181929,0.0177155,0.0216168,0.0275734,0.00806317,0.0144084,0.0236876,0.0200274,0.0105462,0.0163514,0.0213568,0.0529242,0.0149525,0.0408643,0.0249684,0.0158991,0.0519067,0.01535,0.0153204,0.0114355,0.0371007,0.0212623,0.0584551,0.0184461,0.00737373,0.010348,0.0194257,0.0403229,0,0,0.0413474
960,0.00928018,0.0144845,0.00765157,0.0535819,0.0393374,0.024722,0.0122096,0.0141267,0.00637244,0.0149575,0.0181166,0.0170661,0.0211243,0.0274398,0.00826842,0.0142927,0.0228245,0.0200296,0.0108763,0.0161933,0.0208297,0.052862,0.0145927,0.0410551,0.0226986,0.0160035,0.0510606,0.0156515,0.0157354,0.0111579,0.0369919,0.021241,0.0573847,0.0176569,0.00671051,0.0100168,0.0188806,0.0402625,0,0,0.0412354
961,0.00939978,0.014112,0.00795159,0.0534857,0.039109,0.024782,0.0119479,0.0141467,0.00625665,0.0149861,0.0180736,0.0165052,0.0206933,0.0271786,0.00848747,0.0141972,0.0220426,0.0200544,0.0113149,0.0160262,0.0204388,0.0527686,0.0141766,0.0411567,0.0204695,0.0160502,0.0501364,0.0160117,0.0160747,0.01096,0.0368765,0.0212854,0.0563171,0.0167697,0.00628644,0.00968079,0.0185861,0.0402052,0,0,0.041145
962,0.00959603,0.0136987,0.00824881,0.0534062,0.0388188,0.0247869,0.0117527,0.0142771,0.00611356,0.0150647,0.0180262,0.0160827,0.0202715,0.0268796,0.00865448,0.014096,0.0213479,0.0200732,0.0116623,0.0158534,0.0201202,0.0525968,0.0138572,0.0412722,0.0183277,0.0159259,0.0492118,0.0163522,0.0164453,0.0107387,0.0367435,0.0211139,0.0549546,0.0159578,0.00605925,0.00922186,0.0185012,0.0401049,0,0,0.0411169
963,0.00978428,0.0132549,0.00855099,0.0534016,0.0387584,0.0247504,0.0115761,0.0145303,0.00598237,0.0152165,0.0179916,0.0155956,0.0198692,0.0265346,0.00878642,0.0139888,0.0207746,0.0201021,0.01207,0.0157043,0.019818,0.0523798,0.0136597,0.0413614,0.0163336,0.0155961,0.048347,0.0166563,0.0168502,0.0104587,0.0366406,0.0210373,0.0535474,0.015005,0.00603547,0.00872052,0.0185757,0.0398983,0,0,0.0411003
964,0.00992264,0.0128263,0.00884468,0.0534651,0.0385515,0.0247311,0.0114655,0.0148498,0.00585172,0.0152721,0.0179892,0.0150938,0.0194921,0.0261041,0.0089184,0.0139037,0.020312,0.020128,0.0123732,0.0155893,0.0195254,0.052128,0.01357,0.0414315,0.0145709,0.0151808,0.0474519,0.0169592,0.0172777,0.010063,0.0365649,0.021138,0.0521146,0.013892,0.00616174,0.00836977,0.0186246,0.0396203,0,0,0.0411107
965,0.0100156,0.0124332,0.00913445,0.0535741,0.038207,0.0247448,0.011533,0.0151713,0.00571075,0.0152734,0.0180006,0.0146459,0.0191416,0.0255964,0.00898153,0.013849,0.0199576,0.020225,0.0127179,0.0155488,0.0191476,0.051836,0.0135196,0.041471,0.0131439,0.0147259,0.0466922,0.0172816,0.0177146,0.00976941,0.036519,0.0212899,0.0505911,0.0128577,0.00641436,0.00806825,0.0185756,0.0395466,0,0,0.0412034
966,0.0100427,0.0121069,0.00939256,0.053676,0.0380101,0.0246071,0.0117397,0.0154735,0.00558957,0.0152894,0.0179602,0.0142445,0.0188169,0.0250096,0.00893262,0.0138195,0.0196931,0.020374,0.0131057,0.0154892,0.018654,0.0514347,0.0133555,0.0414705,0.012092,0.0141352,0.0461513,0.017636,0.0181279,0.00919123,0.0364732,0.021461,0.0489099,0.0118498,0.00674781,0.00779704,0.0185063,0.0395549,0,0,0.0413916
967,0.0101295,0.0118504,0.00964248,0.0537929,0.0376474,0.0243325,0.011986,0.0157717,0.00554995,0.0153297,0.0178941,0.013937,0.0185281,0.0243024,0.00883258,0.0138009,0.0194855,0.0204861,0.0134638,0.0155017,0.018176,0.0509386,0.0130593,0.0414657,0.0114428,0.0138219,0.0458066,0.0180608,0.0185174,0.00852428,0.0364056,0.0218042,0.0471581,0.0107451,0.00713529,0.0076013,0.01831,0.0395008,0,0,0.0416856
968,0.0102135,0.0116604,0.009902,0.0539443,0.0371143,0.0240098,0.0122235,0.0159821,0.00558946,0.0154012,0.0178016,0.0137156,0.0182552,0.0235214,0.00870199,0.0138157,0.0193153,0.0205746,0.0137313,0.0156858,0.0176824,0.0504606,0.0127018,0.0414554,0.0113234,0.0133015,0.0456862,0.0185487,0.0188555,0.00781911,0.0363118,0.0222406,0.0453607,0.00972635,0.0075122,0.00741771,0.0178843,0.0393474,0,0,0.041934
969,0.0102422,0.0115542,0.0101671,0.0540491,0.0367127,0.0237171,0.0123958,0.016044,0.00568672,0.0154968,0.0176747,0.0135786,0.0180002,0.0227109,0.00864062,0.013861,0.019204,0.0207055,0.0139048,0.0160608,0.0171183,0.0499803,0.012419,0.0414395,0.0117791,0.0127924,0.0457715,0.0190993,0.0191736,0.00720321,0.0362586,0.0228451,0.0432191,0.00886749,0.00783351,0.00722439,0.0173454,0.0391212,0,0,0.0421695
970,0.0103085,0.0115021,0.0104216,0.0539944,0.036202,0.023544,0.0125631,0.0159651,0.00559918,0.0155944,0.0175294,0.0135227,0.0177565,0.0219163,0.0086849,0.0139376,0.0191447,0.0208103,0.0139891,0.0164119,0.0165194,0.04949,0.0121953,0.0414259,0.0125868,0.0124542,0.0460978,0.0197428,0.0195239,0.00662353,0.0362228,0.0232888,0.0407771,0.00816394,0.00800447,0.00694829,0.0165523,0.0389076,0,0,0.0425542
971,0.0104224,0.011473,0.0106807,0.0537334,0.0355219,0.0234609,0.0127794,0.0159336,0.00521036,0.0156792,0.0173468,0.0134949,0.0175228,0.021173,0.00878344,0.0140528,0.0190775,0.0207655,0.0139848,0.0168944,0.0159778,0.0489663,0.0119106,0.0414196,0.013414,0.0120632,0.0466144,0.0204599,0.0198771,0.00586219,0.0361756,0.0239898,0.0381421,0.00759403,0.0079459,0.00647037,0.0157347,0.03876,0,0,0.043006
972,0.0106011,0.0114554,0.0109569,0.0533629,0.0347682,0.0232275,0.012973,0.0159136,0.00505386,0.0158007,0.0171666,0.0134773,0.0173161,0.0204722,0.00890831,0.0142001,0.0189868,0.020731,0.0139214,0.0175368,0.0155219,0.0484013,0.0115324,0.0414222,0.0140261,0.0116232,0.0472045,0.0212246,0.0202454,0.00495775,0.0360925,0.0244753,0.0354352,0.00716326,0.00752548,0.00576359,0.0148332,0.0386915,0,0,0.0435458
973,0.0107575,0.011414,0.011242,0.0530552,0.0341074,0.0229755,0.0132679,0.0158059,0.00510241,0.0159337,0.0170288,0.0134229,0.0171258,0.0198493,0.00904693,0.0143624,0.0188382,0.0210148,0.0138127,0.0182447,0.0151277,0.0477917,0.0111597,0.0414153,0.014556,0.0112443,0.0476973,0.0220096,0.0206447,0.00405505,0.0359873,0.0248291,0.032753,0.00687612,0.0068111,0.00492802,0.0137492,0.038519,0,0,0.0440642
974,0.0108198,0.0113649,0.0115143,0.0527725,0.0335587,0.0228822,0.013875,0.0157126,0.00520981,0.016119,0.0169369,0.013278,0.0169576,0.0193124,0.00917784,0.0145072,0.018672,0.0217737,0.0137283,0.0188902,0.0147955,0.047151,0.010819,0.0413498,0.015024,0.0109891,0.0478659,0.0227384,0.0209955,0.00330849,0.0359263,0.0250313,0.030268,0.00669692,0.00594916,0.00415319,0.012774,0.0384737,0,0,0.0445345
975,0.0107687,0.0113191,0.011794,0.0525386,0.0330787,0.022817,0.0146789,0.0156321,0.00532932,0.0163086,0.0167996,0.013079,0.0168449,0.0188377,0.00932702,0.0146208,0.0185657,0.0222115,0.0137251,0.019281,0.0145212,0.0464511,0.0104972,0.0412118,0.0153747,0.0109218,0.047558,0.0234496,0.0213993,0.00271804,0.0359414,0.0251963,0.0280777,0.00652945,0.0051488,0.00354515,0.0119251,0.0383656,0,0,0.0449849
976,0.0107206,0.0112718,0.0120752,0.0523465,0.0326959,0.0227905,0.0156065,0.0156212,0.00545087,0.0164561,0.0166779,0.0128058,0.0167926,0.0183836,0.00950706,0.0146963,0.018505,0.0222509,0.0138131,0.0189253,0.0141645,0.0456864,0.0101335,0.0409979,0.0156004,0.0109339,0.0467114,0.0240139,0.0218719,0.00228319,0.0360399,0.0250917,0.0262354,0.00614425,0.00463972,0.00321343,0.0111691,0.0385469,0,0,0.0453453
977,0.0107053,0.0112369,0.0123525,0.0521747,0.0324276,0.0226992,0.0166752,0.015662,0.00560384,0.0165516,0.0166068,0.0124916,0.0168193,0.0179287,0.00972262,0.0147273,0.018455,0.021931,0.0139671,0.0182731,0.0137021,0.0449009,0.00981487,0.0406939,0.0156997,0.0110146,0.0453658,0.0243781,0.022331,0.00202091,0.0362582,0.024753,0.0247682,0.00567478,0.00425075,0.00316163,0.0103363,0.0387339,0,0,0.045677
978,0.0107938,0.0112024,0.0126382,0.0520204,0.0322841,0.022581,0.0178933,0.0156875,0.0057578,0.0166829,0.0166413,0.012196,0.0169112,0.0174751,0.0099695,0.0147067,0.018396,0.0213528,0.0141909,0.0173939,0.0133124,0.0440903,0.009366,0.0403539,0.0156778,0.0113018,0.0435977,0.0245334,0.0227946,0.00195308,0.0365276,0.0240967,0.0236727,0.00525604,0.00397865,0.00327473,0.00946373,0.038888,0,0,0.0459078
979,0.0109222,0.0110944,0.0129282,0.0519508,0.032279,0.0225388,0.0193867,0.0156759,0.00591848,0.0168256,0.0166769,0.0119429,0.0170474,0.0170637,0.0102059,0.0146291,0.0183194,0.0211489,0.0144466,0.0162726,0.0130335,0.043241,0.00883717,0.0400077,0.0155123,0.0115991,0.0414574,0.0245522,0.0232385,0.00212463,0.0367961,0.0232588,0.0229247,0.00493583,0.00401106,0.00353329,0.00857884,0.039048,0,0,0.0460367
980,0.0110799,0.0109091,0.0132101,0.0519758,0.0324067,0.0224649,0.0211732,0.0156,0.00612896,0.0169662,0.0167403,0.0117296,0.0171881,0.0167007,0.0104149,0.0145036,0.0182542,0.0211861,0.014695,0.0149624,0.0127888,0.0423868,0.0082665,0.0396766,0.0152388,0.0119139,0.0390301,0.0245624,0.0235948,0.00248472,0.037054,0.0224374,0.0224773,0.00465541,0.00433218,0.00388613,0.00794917,0.0392392,0,0,0.046087
981,0.0111529,0.0106613,0.0134898,0.0520336,0.032656,0.022353,0.0231163,0.0154411,0.00638939,0.0171174,0.0168164,0.0115542,0.0173405,0.0163576,0.0106536,0.0143492,0.0182145,0.021505,0.0149159,0.0136448,0.0124332,0.041494,0.00769091,0.0393847,0.0149216,0.0123287,0.0363862,0.0245243,0.0238703,0.00280015,0.0372582,0.0215636,0.0223009,0.00439903,0.00478986,0.00421918,0.00752721,0.0394752,0,0,0.0460592
982,0.0111981,0.0103398,0.0137599,0.0520279,0.0330397,0.022256,0.0252408,0.0152248,0.00658819,0.017304,0.0169365,0.0113861,0.0175178,0.0160538,0.0109642,0.0141635,0.0182308,0.0220479,0.0150798,0.0124994,0.0120921,0.0405324,0.00717937,0.0391906,0.0146115,0.0126191,0.033557,0.0243568,0.0240516,0.00303545,0.0373289,0.0201322,0.0222154,0.00418769,0.0051822,0.00453746,0.00721118,0.0397505,0,0,0.045916
983,0.0113983,0.0100078,0.0140087,0.0519647,0.0335468,0.0221796,0.0275996,0.0149888,0.00680632,0.0174233,0.0170575,0.0112523,0.0176921,0.0157584,0.0112904,0.013966,0.0182845,0.0225592,0.0152311,0.0116122,0.0119555,0.0394986,0.00677826,0.0391352,0.0143332,0.0127937,0.0306811,0.0241809,0.0241546,0.00333317,0.0372194,0.0186419,0.0220137,0.00407813,0.00545366,0.00484089,0.00687706,0.04005,0,0,0.045897
984,0.0116822,0.00980785,0.0142377,0.0519835,0.0341965,0.0220976,0.0302137,0.0147974,0.00702269,0.017499,0.0171793,0.0111482,0.0178491,0.0154742,0.0115267,0.0137586,0.018369,0.022511,0.0153902,0.0108459,0.0119868,0.0383624,0.00654944,0.0392592,0.0141116,0.0129139,0.0278489,0.023928,0.0242142,0.00369926,0.0368303,0.0172319,0.0216219,0.00409041,0.00559351,0.00513638,0.00653233,0.0403687,0,0,0.0461061
985,0.0119835,0.00974752,0.0144527,0.0520822,0.0350349,0.0219877,0.0331095,0.0146798,0.00722259,0.0175602,0.0172576,0.0110776,0.0179968,0.0153556,0.0116931,0.0135512,0.0185069,0.0220364,0.0155477,0.0104945,0.0122668,0.0371086,0.00643113,0.039615,0.0139755,0.0129722,0.0252083,0.0235538,0.0242742,0.00407483,0.0361035,0.0159359,0.0212141,0.00418418,0.00571883,0.00539583,0.00637577,0.0407222,0,0,0.0464022
986,0.0121929,0.00972767,0.0146597,0.0522101,0.0361054,0.0218671,0.0363992,0.0146133,0.00739474,0.0176043,0.0172853,0.0109998,0.0181289,0.0153354,0.0118395,0.0133687,0.018672,0.0227358,0.0157115,0.0104993,0.0126484,0.0357245,0.00627943,0.0402545,0.0138806,0.0129219,0.0228631,0.0230413,0.0243856,0.00441456,0.0350919,0.0147501,0.0207252,0.00431775,0.00589333,0.00555641,0.00629143,0.0411213,0,0,0.046249
987,0.0123169,0.00973673,0.0148624,0.0522685,0.0373587,0.0218018,0.0400784,0.0146327,0.00754789,0.0175773,0.017286,0.0109624,0.0182257,0.0150411,0.0119782,0.0132094,0.0188309,0.0232975,0.0158875,0.0106442,0.0130757,0.0341823,0.00605283,0.0412602,0.0138258,0.0129071,0.0207932,0.0223687,0.0245351,0.00466833,0.0337842,0.0136982,0.0202138,0.00449579,0.00603515,0.00557748,0.00618909,0.0415797,0,0,0.0460934
988,0.012387,0.00977357,0.0150564,0.0523465,0.0386559,0.0218023,0.0441629,0.0147044,0.00769053,0.0176196,0.017271,0.0109589,0.0183028,0.0146419,0.0121417,0.0130767,0.0189741,0.0234976,0.016035,0.0107975,0.0135757,0.0324392,0.0058151,0.0427334,0.0137992,0.0129686,0.0187668,0.0214964,0.0247495,0.00493454,0.0320895,0.0128554,0.0193479,0.00479277,0.00612946,0.00543635,0.00605705,0.041994,0,0,0.0460778
989,0.012457,0.00978892,0.0152319,0.0524569,0.0399937,0.0217754,0.0486387,0.0147769,0.00779785,0.0177274,0.0172869,0.0110192,0.0183822,0.0145255,0.0123264,0.0129824,0.0191115,0.0234475,0.0161419,0.0109059,0.0141024,0.0304855,0.00559698,0.0447032,0.0136762,0.0130424,0.016728,0.0204976,0.024935,0.0052311,0.0301111,0.0122271,0.017807,0.00523931,0.00618682,0.00524844,0.00588187,0.0424061,0,0,0.0460922
990,0.0125899,0.0098319,0.0153966,0.0525681,0.0417446,0.0217243,0.0535035,0.0148516,0.00786907,0.0178364,0.0173596,0.0112002,0.0184547,0.0146252,0.0125095,0.0129141,0.0192543,0.0230272,0.0161887,0.0109084,0.0146867,0.0283864,0.0054273,0.0471812,0.0134888,0.0129256,0.0149791,0.0194035,0.0251113,0.00557305,0.0279498,0.0117421,0.015612,0.00587752,0.00621626,0.00506569,0.0056852,0.0427872,0,0,0.0460385
991,0.0126994,0.0102037,0.0155503,0.0526442,0.0435564,0.021638,0.0588108,0.014906,0.0079199,0.0179258,0.0174381,0.0114846,0.0184854,0.0146922,0.012668,0.0128736,0.019405,0.0224056,0.016362,0.0106853,0.0153565,0.0264403,0.00535612,0.0502231,0.0132815,0.0129106,0.0136841,0.0181486,0.0252481,0.00596606,0.0256431,0.0111902,0.0129724,0.00674648,0.00613965,0.00481892,0.0055076,0.0431224,0,0,0.0459129
992,0.012771,0.0103813,0.0156682,0.0527039,0.0453657,0.0215445,0.0645491,0.0149009,0.00796263,0.018005,0.0174995,0.0118191,0.0184719,0.0147146,0.0127875,0.0128554,0.0195583,0.0230868,0.0164794,0.0101911,0.0159963,0.0246851,0.00545315,0.0539189,0.0131091,0.0131325,0.0127449,0.0168054,0.025334,0.0064061,0.0232481,0.0107146,0.0100795,0.00780492,0.00602656,0.00450491,0.00534223,0.0434309,0,0,0.0457283
993,0.0128107,0.0102308,0.015742,0.0527466,0.0472368,0.0215779,0.0704616,0.0148441,0.00798935,0.0180962,0.0175674,0.0121515,0.0184136,0.0147867,0.0128889,0.0128585,0.0197151,0.0235359,0.0164948,0.00948048,0.0165848,0.0233739,0.00578726,0.0584418,0.0129668,0.0135472,0.0121375,0.015432,0.0253315,0.006836,0.0208769,0.0102298,0.00733356,0.00895645,0.00590122,0.00438379,0.00517714,0.0437503,0,0,0.0454845
994,0.0128812,0.0100865,0.0157744,0.0527567,0.0491808,0.0216206,0.0765231,0.0147303,0.00799157,0.0181725,0.017655,0.0124403,0.0183269,0.0149585,0.0129955,0.0128915,0.0198765,0.0231636,0.0164078,0.00871325,0.0172043,0.0229021,0.00639548,0.0635382,0.0128312,0.0140161,0.0118105,0.0141344,0.0252647,0.00712702,0.0185561,0.00960214,0.0055114,0.0101526,0.00576045,0.00443506,0.00501256,0.0440281,0,0,0.0452409
995,0.0129698,0.0100039,0.0157659,0.0526981,0.0512383,0.0216475,0.0826753,0.0145347,0.00800657,0.0182069,0.0177765,0.0126757,0.0182235,0.0152862,0.01307,0.0129621,0.0200522,0.0220274,0.0162955,0.00800241,0.0178979,0.0235153,0.00727896,0.0691801,0.0126927,0.0146366,0.0116948,0.0129905,0.0251976,0.00736583,0.0163097,0.00893524,0.00555582,0.0114207,0.00558405,0.00470284,0.00485956,0.0443117,0,0,0.045078
996,0.0130365,0.00973464,0.0157158,0.0525632,0.0532331,0.0216739,0.0888166,0.0142693,0.00806731,0.0182182,0.0179363,0.0128478,0.0180818,0.0157414,0.0130964,0.013048,0.0202347,0.0213012,0.0162751,0.0073971,0.0186297,0.0252339,0.0084056,0.0752309,0.0126234,0.0154331,0.0114185,0.0120685,0.0251351,0.00750559,0.0141264,0.00836582,0.00700096,0.0127513,0.00536995,0.00521915,0.00474283,0.0446256,0,0,0.044965
997,0.0130849,0.00936493,0.0156032,0.0523748,0.0551248,0.0216985,0.0950027,0.0139694,0.00818505,0.0181712,0.0181059,0.0129281,0.0179171,0.0160261,0.013071,0.0131665,0.020421,0.0212297,0.0161649,0.00685031,0.0192951,0.0279463,0.00970308,0.0817039,0.0126473,0.0163838,0.0109095,0.0114321,0.0250105,0.00750573,0.0121031,0.00792938,0.00870647,0.0141055,0.0051657,0.00596413,0.00473457,0.0449467,0,0,0.0447559
998,0.013109,0.00912882,0.0154229,0.0521409,0.0569139,0.0216839,0.100984,0.0136277,0.00823521,0.0180632,0.0182331,0.0128838,0.0177068,0.0162153,0.0129848,0.0133288,0.0206027,0.0217528,0.015978,0.00641509,0.0198959,0.0314403,0.0110552,0.0882752,0.0127396,0.0173689,0.0102164,0.0110742,0.0248407,0.00738687,0.0103691,0.00764512,0.0101313,0.0154257,0.00505151,0.00695855,0.00482675,0.0452262,0,0,0.0445779
999,0.0131527,0.00905137,0.0151554,0.0519292,0.0585351,0.0216762,0.106658,0.0132373,0.00822005,0.0178861,0.0183192,0.0127294,0.0174744,0.0164215,0.0127248,0.013546,0.020751,0.0226155,0.0157478,0.00619131,0.0204817,0.0353986,0.0123356,0.0948427,0.0128315,0.0182685,0.0101849,0.0109218,0.024662,0.00720588,0.00897841,0.00772595,0.0111327,0.0166456,0.00497247,0.00822937,0.00495319,0.0454077,0,0,0.0444598
1000,0.0133586,0.00905797,0.0147917,0.0516885,0.0599291,0.0216533,0.112005,0.0128349,0.00819545,0.0176672,0.0183767,0.0124658,0.0172245,0.0168048,0.0123798,0.0138217,0.0208535,0.0233811,0.0155005,0.00613916,0.0210547,0.0397516,0.0135266,0.101327,0.0129342,0.0191863,0.0104084,0.0109186,0.0244632,0.00701892,0.0079685,0.00807958,0.0117085,0.017668,0.00501053,0.00967872,0.00513451,0.0454735,0,0,0.0441651
1001,0.0137675,0.00898856,0.0143583,0.0514115,0.0610535,0.0216004,0.117059,0.0124498,0.00823347,0.0174008,0.0184209,0.0121451,0.0169683,0.0170659,0.0119646,0.0141501,0.0209289,0.0236199,0.0152469,0.00616878,0.0216693,0.0441802,0.0145832,0.10762,0.0132193,0.0201071,0.010236,0.0110459,0.0242541,0.00683845,0.00738367,0.00855278,0.0119601,0.018394,0.00517281,0.0112155,0.00568257,0.0454268,0,0,0.0439078
1002,0.0140363,0.00889541,0.0138769,0.0511164,0.0618818,0.0215464,0.12174,0.0121191,0.00830964,0.0170721,0.0184987,0.0118005,0.0167082,0.0171879,0.0115064,0.0145297,0.0209613,0.0232775,0.015008,0.00686874,0.0223789,0.0485016,0.0154598,0.113616,0.0134395,0.0209739,0.00986042,0.0112399,0.0240496,0.00662811,0.00715446,0.00899902,0.0119462,0.0188716,0.00541747,0.0126882,0.00649279,0.0453063,0,0,0.0437032
